batch_size,epochs,frozen_layers,learning_rate,n_classes,regularization,train_accuracy,train_jaccard_macro,train_f1_macro,train_jaccard_samples,train_f1_micro,train_membership,val_accuracy,val_jaccard_macro,val_f1_macro,val_jaccard_samples,val_f1_micro,val_membership
16,6,9,5e-05,28,0.0,0.4706288873531444,0.3684254071819621,0.5192780656054589,0.5721408277662596,0.6158944116821118,0.6450357060585119,0.4622189458164393,0.3675406438304033,0.5156076298207356,0.5642370070033174,0.6064959400374765,0.6374861776631036
32,6,9,5e-05,28,0.0,0.5176226675881134,0.4297523894883683,0.5863763679768021,0.619364585732934,0.6633615802924617,0.7005298318359825,0.4719867305565794,0.368393034999059,0.5171744711792338,0.5717133554490724,0.6113344966239284,0.6376704754883893
16,6,9,5e-05,28,1e-05,0.4676572218382861,0.3601387908864962,0.5067320773339347,0.5680818551792981,0.6120443377899668,0.6428703063810182,0.4668263914485809,0.3597387529503799,0.5079194508248974,0.5627564811401892,0.6039691943127962,0.6384076667895319
32,6,9,5e-05,28,1e-05,0.5037318590186592,0.4131293189336031,0.5690887372934065,0.6069016355678416,0.6509211883037295,0.6852338170928357,0.4776999631404349,0.373276503777086,0.5254690426346077,0.5719744440348937,0.6097826086956522,0.6411721341688168
16,6,9,1e-05,28,0.0,0.4702142363510712,0.357019823056598,0.5015766854392237,0.5728656991476618,0.6201521905185501,0.6518544114259387,0.4708809436048655,0.3593619062194189,0.5032210774111385,0.5694372773067944,0.6107902735562311,0.6439366015481017
32,6,9,1e-05,28,0.0,0.4800967519004838,0.3659717846491217,0.5118509488545399,0.5815192351992629,0.6291095421564218,0.6653075328265377,0.46424622189458165,0.36389531866860897,0.507653766631644,0.566976901339231,0.6114140871034641,0.6406192406929598
16,6,9,1e-05,28,1e-05,0.4927666436304999,0.39151432827081756,0.5411799852500048,0.5970997466021655,0.6431341450441477,0.6780234968901175,0.47493549576115,0.3674483720763989,0.511823360132763,0.5666973829708809,0.6084365689195547,0.6413564319941024
32,6,9,1e-05,28,1e-05,0.4789449435613914,0.36730701244946007,0.5135716687508892,0.580049527758581,0.6271012006861063,0.6627044459801888,0.4721710283818651,0.36202000295859255,0.5072835274032925,0.5649496252610886,0.6095446379754745,0.6361960928861039
