word,emotion,score
about,anger,0.9602386099630925
abused,anger,0.4720086738563041
acceptable,anger,0.4720086738563041
accepted,anger,0.6305635838583465
aching,anger,0.44030621549783705
actions,anger,1.3558040551530741
acts,anger,1.3845379891441878
afraid,anger,0.7839753328923509
against,anger,1.181713952782876
aggravated,anger,2.8069823943795957
agitated,anger,1.5063562692477424
alone,anger,0.8534239657649678
always,anger,0.878461701569252
amazed,anger,0.4304269859049707
amazing,anger,0.7246056689522982
amused,anger,0.4892080805140242
anger,anger,1.2798318638418966
angered,anger,2.8459319129186693
angry,anger,1.796477400758876
annoyed,anger,1.9209412946058104
anymore,anger,1.1887845092134743
appalled,anger,1.8045374211062843
appreciative,anger,0.4845557941702822
apprehensive,anger,0.4457350629822608
artistic,anger,0.47598001072434615
assured,anger,0.4457350629822608
at,anger,1.0981781039628833
attack,anger,1.5019170316889687
attitude,anger,1.3242511148440226
awkward,anger,0.7616460440454706
beaten,anger,0.7162953169622269
being,anger,1.1197997573852543
beloved,anger,0.4205808184933196
bitch,anger,1.328027585829585
bitchy,anger,2.5027432121159405
bitter,anger,2.0341477723835384
blank,anger,0.4515519349726041
blessed,anger,0.7882848996488032
both,anger,0.7725871961766726
bothered,anger,2.038239631724746
boy,anger,1.107731503981247
brave,anger,0.7011908834562903
burdened,anger,0.7074513060704282
by,anger,1.1255783726248216
cant,anger,1.1382242918574117
caring,anger,0.4292722917492274
casual,anger,0.48015504075622517
clever,anger,0.45620466454800723
cold,anger,1.7078183050877527
complete,anger,0.5021543835252192
confident,anger,0.41955683165584234
content,anger,0.7595546135596923
contented,anger,0.4720086738563041
convinced,anger,0.7011908834562903
cool,anger,0.6822588107605035
could,anger,1.0989851688969856
couldnt,anger,1.2443614635673361
cranky,anger,2.2088040977879895
crappy,anger,0.7307988172537142
curious,anger,0.4471507849726209
cute,anger,0.770331105499169
dad,anger,1.0479927855293256
dangerous,anger,2.396063177856714
dazed,anger,0.49163786753316485
delicate,anger,0.47397013032658003
delicious,anger,0.7333809902482179
deprived,anger,0.46460378987634116
despised,anger,1.701968905203129
devastated,anger,0.4443435384199883
dirty,anger,0.7307988172537142
discouraged,anger,0.7053309326288516
disgusted,anger,2.0354406984569295
disheartened,anger,0.4515519349726041
disillusioned,anger,0.49163786753316485
dissatisfied,anger,2.5696314359371146
distracted,anger,2.2036433497667107
distressed,anger,0.4967264412174668
disturbed,anger,0.45620466454800723
divine,anger,0.7140274577391295
doomed,anger,0.4663928339596858
dull,anger,0.44162986878215144
eager,anger,0.4628532145836325
ecstatic,anger,0.47804076665655687
emotional,anger,0.741990381965378
energetic,anger,0.4594610922207051
enraged,anger,1.7725626377004555
envious,anger,3.4306964406464258
excited,anger,0.8097611743392225
fabulous,anger,0.4628532145836325
faithful,anger,0.4500582933711008
fake,anger,0.7360153213287824
fantastic,anger,0.7360153213287824
fearful,anger,0.7360153213287824
feel,anger,0.8841586676015712
festive,anger,0.45462402627495635
finished,anger,0.8696237927707573
fond,anger,0.47598001072434615
free,anger,0.7777391670839816
friend,anger,1.1815641171016478
friendly,anger,0.7233455631882942
frightened,anger,0.47009336275357355
frustrated,anger,1.6289983396308019
fucked,anger,2.331747725647997
fun,anger,0.8651949155126958
funny,anger,0.6971782212314904
furious,anger,2.8459319129186693
generous,anger,0.40729919613764
gentle,anger,0.46113948850063985
getting,anger,1.1622129769742666
glad,anger,0.7744881091733329
glamorous,anger,0.5021543835252192
gloomy,anger,0.4471507849726209
gorgeous,anger,0.4457350629822608
greedy,anger,2.4665106353301014
groggy,anger,0.4471507849726209
grouchy,anger,2.1366432017779546
grumpy,anger,2.0460723559206406
happened,anger,1.1295594404218414
happy,anger,0.9010540410767267
hate,anger,1.1185435564001853
hated,anger,1.4830488765284942
hateful,anger,2.1741614403873046
have,anger,0.9464042068754264
healthy,anger,0.4845557941702822
heartbroken,anger,0.4515519349726041
heartless,anger,3.1136456952736484
helpless,anger,0.736670167784944
her,anger,1.0378708529620704
hesitant,anger,0.45462402627495635
high,anger,0.8085893720534522
homesick,anger,0.4429753980051479
honored,anger,0.4471507849726209
honoured,anger,0.47009336275357355
hopeful,anger,0.4443435384199883
hopeless,anger,0.7748793800577313
horny,anger,0.4720086738563041
hostile,anger,2.2277154049537162
humiliated,anger,0.4594610922207051
idiotic,anger,0.5021543835252192
ignored,anger,0.7333809902482179
impatient,anger,2.067926521241012
impressed,anger,0.7053309326288516
inadequate,anger,0.4578165984167419
innocent,anger,0.7257829598173344
inspired,anger,0.6932853401514477
insulted,anger,2.2750507431732165
intelligent,anger,0.4628532145836325
intimidated,anger,0.4500582933711008
invigorated,anger,0.47009336275357355
irate,anger,2.4032288054622106
irritable,anger,2.311018908099642
irritated,anger,2.087967011737422
jaded,anger,0.46822207559306694
jealous,anger,1.9207035114762974
joyful,anger,0.7257829598173344
keen,anger,0.5021543835252192
kept,anger,1.189122876699412
least,anger,0.894414877093994
lethargic,anger,0.6895052958853131
listless,anger,0.46113948850063985
longing,anger,0.7257829598173344
lousy,anger,0.45462402627495635
love,anger,0.8903571744525794
loved,anger,0.7603761569501151
low,anger,0.7744881091733329
loyal,anger,0.46822207559306694
lucky,anger,0.7616460440454706
mad,anger,1.7832827943034681
melancholy,anger,0.4377217699577113
mellow,anger,0.4578165984167419
miserable,anger,0.7457117016048334
miss,anger,0.9554463753882287
more,anger,0.865375729642821
my,anger,0.975263301808776
nasty,anger,1.3429996537185496
naughty,anger,0.7333809902482179
needy,anger,0.4628532145836325
nervous,anger,0.6567326818579062
new,anger,0.7895222145790438
